41444101,62976538,CN
71834591,38397846,PT
24398443,65605801,US
89265982,86044056,UK
77842040,21884113,IN
46454988,55740579,UK
45646182,80141660,CA
53113188,55892529,FR
95003960,89142592,RO
81500650,89202029,PT
83056916,54787195,DE
74365544,47467443,JP
75177678,83986288,JP
76581368,52129981,CA
23924586,43987259,JP
23449357,33584753,IN
8057765,15083065,PT
69394981,70641914,UK
41486789,33088139,IT
41577423,20683438,PT
38947681,76979577,US
85673203,76559457,PT
47697973,94274165,JP
75347512,85344795,PT
53822056,73463406,RO
89781134,48822947,JP
43583597,2902481,FR
66887362,79814232,DE
84050566,91954162,RO
53412362,90692886,RO
56439198,2710204,CA
42861276,86685135,DE
5028463,37910386,CN
45469932,33750054,PT
27825661,95120411,PT
25227153,8190623,US
74902426,5208560,FR
22422216,6861837,CA
4025813,3102999,CN
19936068,2038001,DE
23854494,47356106,UK
56396958,21796454,JP
76689809,16778914,RO
96373474,71835722,DE
96472077,10809874,US
92888716,57579672,PT
39665444,71501470,UK
59209786,83057163,CN
10190130,77248088,CA
60041161,12105506,RO
78263534,34720376,PT
66152134,6895673,CA
34123117,84957562,IT
10553887,96078756,CA
89157501,45973934,DE
43548714,73379530,CA
27008239,80819921,IN
77464145,46487377,RO
26839553,85171316,UK
27892824,45080200,IT
56984964,66818847,FR
2869999,85095283,DE
48754993,35482496,JP
34033884,88031997,JP
55579102,51662725,CN
8561296,72007466,IT
55517621,24032393,IT
64590289,49082133,US
9305335,22159640,CN
30620603,58155558,IT
55347295,34375739,IN
33079129,70285494,JP
30662299,23053804,CN
31554794,74288106,DE
19154097,73860465,JP
72458500,97660702,IN
59679074,98051063,CN
29624646,36088106,JP
1414836,53413508,JP
4551570,5452602,JP
69741739,12627949,IT
10258764,1226540,JP
46939694,44046879,DE
96549764,25247839,IT
11408714,6534343,IT
7408217,62944570,US
15172700,81114207,JP
8518090,24819095,IN
76444344,60631765,RO
22568713,52257253,IT
90850437,29735313,RO
99003126,30538024,RO
6023030,96010877,UK
94759020,20778790,CN
26464612,8118746,CN
17381354,7506486,US
40851757,68937113,IT
29125928,23147623,JP
70298755,45403132,CA
23342380,26455462,CA
58978958,80390568,CN
42513896,54456237,CA
14898940,26563247,DE
7140983,16592278,JP
59504403,82424030,JP
43915344,46869797,JP
69973368,94267624,IN
53998156,43775886,RO
3986078,43202866,FR
60371364,2586489,CN
96191110,83595861,RO
58712293,2074545,CA
82142124,57624698,DE
47050082,65150948,JP
18148914,58532962,CA
81424494,96905523,IT
34796105,33330839,CA
10459988,16082485,PT
69367367,28821779,PT
81356603,55009660,IT
8805979,25239885,UK
97018472,40417505,IN
82492720,115106,IN
46197634,5420408,IN
36177935,75644315,CA
44204095,5161177,JP
54921963,92767276,IT
88084661,48471179,US
97314681,60887166,CN
70978282,31075013,US
55225140,9320920,UK
46144789,11746614,DE
49837550,71660332,IN
70541162,41549034,IT
98024463,24373090,IN
14464196,19061037,RO
50824089,87932625,UK
27624740,79000618,PT
33987524,78771740,JP
82054947,28283898,JP
83747592,57992338,CA
48964034,14859541,IN
48434138,33243995,IN
37721005,93285225,CN
98077463,23880554,PT
23356244,77554447,US
31817632,47297625,PT
38607875,66368882,CA
98081813,49532864,US
12624626,96535359,FR
86970031,87419037,IT
9971169,91044167,US
72244382,40997861,CA
96995679,7482824,JP
33856123,69270459,CA
8031532,32856558,CA
85934218,38000939,FR
62679917,88743868,IT
87238301,3589909,UK
23477024,68439957,JP
99742592,74676636,PT
97833772,76036969,UK
44367855,69400116,US
4599096,79614346,JP
35846334,43068678,CN
53116631,56592806,DE
16998364,7896835,PT
61971036,24082979,RO
14311772,46114991,JP
45957049,66684071,IT
90120942,67761088,DE
7386190,94523563,RO
29915424,96202907,JP
45683581,30212167,PT
85333545,10665326,PT
57192269,57481193,JP
2193959,83003756,PT
27448038,56592901,CA
77831161,97360281,RO
74517215,83283889,JP
77574097,23011839,FR
21900453,19013198,JP
67776445,72092837,CA
68085509,13677923,UK
90340370,64634060,JP
78861048,3336453,FR
73235976,9013337,JP
32671912,41550309,CN
13215979,53940775,FR
53085237,91348697,DE
25697008,82468981,IT
96738407,29514144,FR
80423253,46833138,UK
14075701,96650020,CA
72421671,97994224,IN
36577504,79068196,US
26445857,12358873,FR
67282838,67234079,RO
38102549,63854926,FR
10834610,23382190,US
61954686,94316913,FR
91525590,22136720,UK
63540392,46426753,JP
64923944,11667593,US
94626153,30436458,IT
11612048,23480003,IN
13566404,45364375,CA
94938076,69648399,IN
41912675,74226901,DE
88541378,65492189,IT
61565221,93905306,JP
3271628,37052995,IT
44469585,23611263,FR
9935462,68568026,IN
90169621,64482680,US
39813964,18980856,UK
94901078,82419108,UK
66276873,64170446,RO
97109331,5057851,FR
24356889,12592388,RO
20520557,82981783,IN
20715737,21595135,CN
32855955,14755417,RO
283555,85840612,DE
98752730,54021545,DE
10992634,86644788,DE
1486032,78998466,CN
58885292,1578108,JP
5239901,74171805,IN
11364930,6355803,IT
77801703,51323795,UK
45200541,22154975,RO
4336503,78322699,CA
52145121,45804252,US
6082540,47898191,PT
42627361,10796182,IT
7349071,8079047,RO
14833382,12619158,RO
63307672,54835643,FR
38090439,59739185,JP
45371541,60542679,UK
79309609,11441407,CA
65091666,76896273,CN
43006994,88809102,PT
33893161,45349890,PT
72961250,31254834,FR
66510786,37430102,DE
68682103,47426788,UK
83177188,9323010,UK
74458896,37264685,DE
55637073,58646508,IN
56168338,67001326,PT
35359807,66534052,PT
86809214,72106067,JP
60041009,35164618,RO
50741254,15473017,IT
22424486,10821838,IN
36756105,76260563,RO
22615909,42911241,IN
97454660,81842685,RO
67497671,55673975,RO
92908429,82946078,JP
2895318,27327038,JP
92153752,35102342,DE
86986270,56632109,PT
6958542,74096905,US
9175768,53048268,PT
41983249,34089598,FR
31163736,32438289,RO
59622377,88334218,DE
15740989,61783818,CA
8158152,44311297,PT
48566170,44204418,JP
21556896,51234630,FR
42991363,28324647,CA
59313425,52693410,JP
4541736,39526339,RO
5478195,20442312,CN
76734952,76416089,JP
32812235,772990,PT
17569480,38020744,CN
50026234,83335420,FR
7207549,86176436,US
43621959,45975425,UK
86211001,57575916,RO
40442288,64014166,JP
11517337,2085655,FR
17187318,94761430,IT
83202591,91976975,UK
43671177,10586313,PT
58887128,52396254,PT
87052441,74580482,CN
33306862,16813270,IN
63322466,53060482,CN
90592273,34937526,CA
81503700,23626884,DE
25596822,17349902,DE
76021529,65550901,DE
95129214,62794877,IT
75444582,75987714,IT
68113347,88204815,CA
63529831,62452177,CA
31613889,43976281,IT
44220806,30282043,JP
59141975,35194222,UK
31040785,45191386,US
36873759,28707703,CA
86425003,85529337,RO
59407981,38448247,RO
55431637,79181779,US
44973370,80981591,CA
18823946,60500583,IN
15086107,6187370,UK
81096681,83737717,UK
50454900,17255891,CN
70762170,99098602,IN
52274803,15874620,FR
91793678,38741655,FR
67889772,5236551,CA
64730535,6591185,UK
55796321,38656420,JP
72373365,65656408,RO
87327966,33336203,RO
66361210,91674645,JP
96769650,69847996,PT
12895165,70883401,UK
30958188,37667930,FR
81318478,67011639,CA
91244798,9345296,CA
42340636,36182809,FR
30886607,95116931,FR
94766826,48627092,CN
99997662,15494517,JP
84442838,10114076,IN
83511982,88368216,US
66192923,87639277,RO
13104904,37671987,DE
18084596,69284564,RO
80904371,16553916,IT
4369242,36429941,CN
96958860,61059542,IT
23400294,23916849,IT
90397433,19401617,CA
94713017,98443979,IT
76943855,77812403,IN
52745978,96626815,CN
80125922,13839853,JP
5217980,48059065,FR
55454074,10258973,IN
85116604,28506301,DE
27279129,90530620,DE
83104671,9171356,CN
81670325,88462977,US
41489690,39645396,FR
23577807,99452535,FR
22453875,31868487,UK
83917628,64996068,DE
13759958,28687939,IT
69607198,13879269,IT
44860147,525119,UK
1900388,21565474,DE
54880424,72723478,IN
42325475,77617263,CN
30115119,4774944,PT
63895173,62281056,UK
11085789,90514688,RO
53605378,63195494,RO
24193813,14357684,PT
156433,35281603,RO
41656759,66437130,UK
52348455,36060375,IN
54408195,78641233,IN
55415195,39045373,IT
4353442,38688132,FR
25365026,1624223,UK
34480249,73294102,CA
10366386,58190332,FR
13340958,35229904,FR
81350886,17508912,CA
46462289,69538925,CA
18227799,13485258,IT
3698379,20159099,CN
88579038,31559582,JP
51538358,98912270,IN
47339976,3662077,CA
19110343,35697417,US
86579827,33192468,UK
79934241,43695138,PT
74330770,89463749,PT
33903662,18681721,IT
36734692,79729088,JP
80114808,72708132,UK
43060715,99509816,DE
54547439,32121142,UK
32791990,29563994,IT
60262162,42611607,IT
35154698,4235516,FR
61485148,43494050,CA
98002727,94790437,UK
67118388,40621023,IN
80109597,67941060,US
14277946,60757290,IT
3479896,6723336,CA
36632847,38285440,RO
3238532,15343816,IT
94882352,37201337,UK
57392177,52945988,PT
31438544,27868976,UK
2591334,18604804,IN
38698738,56167271,JP
77496448,70403781,CN
99636511,28557687,IT
20017834,13572841,UK
45204268,89867903,IT
99726240,81051321,FR
66783979,70954048,IN
54217136,89133168,DE
71180910,92732445,CA
17409100,36149218,CN
12136245,20098037,DE
23673618,49402193,FR
55402143,36891116,IN
12977122,88424644,UK
30929071,99959504,IT
52569565,76916455,RO
7375071,97237973,CA
7416501,46583319,IN
34451478,87796015,IN
63979392,18196313,DE
43261828,91071227,US
83139080,51810213,JP
16465707,32266075,CN
34602308,94090405,JP
84593370,25060530,CA
95635162,27445103,CA
30282460,53347802,IN
64098742,59180844,RO
15419426,65873287,RO
33761958,92392972,US
82523626,2837348,US
94854685,77102236,JP
65112997,76695900,PT
61810842,3028589,CA
54557748,64190728,JP
48294481,80468815,CA
40609252,45354413,US
15808044,41562174,IT
20402301,60666026,FR
86148507,31931639,FR
97537412,13076615,FR
51498013,10618393,CN
46647256,26747167,CN
14087763,5060529,PT
86416385,41813474,DE
81347784,93375153,FR
18983410,15934241,IN
46681511,87907566,IT
2317629,94523280,IN
45723064,24072864,RO
35289508,5054040,IT
59751877,84284964,CA
47058685,53669074,UK
43092776,88245573,FR
76385676,36593735,PT
5115768,56181686,FR
55322292,7353174,IN
45035438,54985708,RO
68039864,11881101,UK
39390371,79489722,FR
55783183,36560637,DE
19905788,50912251,IN
4025490,3891396,FR
80396585,51933271,DE
60626052,51550573,FR
93136873,31853003,PT
99061573,73931936,JP
59372465,50731498,IN
53233982,70873980,JP
47489259,1663695,FR
67380639,97989803,RO
30767783,89876710,CA
2664715,47459021,CA
78290399,77616202,RO
22754322,5135516,IT
17051206,62902524,RO
77460612,38019033,CA
24219656,57257027,UK
19078432,44103856,PT
15143125,69050026,PT
50181950,61147805,IT
87281770,73583727,US
70577523,51868321,IN
32504953,66222679,IN
37682477,95668549,IT
91212416,34232701,FR
67586857,86765440,CA
64330909,69331331,RO
48418010,95733739,JP
55808665,22486703,JP
77117426,70490093,IT
31704074,34880317,JP
28778937,57347680,IN
37969418,98016053,FR
95460886,80461583,JP
4206648,95531371,UK
34636351,44237611,JP
74733849,21398680,IN
27113272,56201801,JP
13727295,61567703,RO
23928206,5076542,IN
22567164,23283655,UK
41330136,71735805,UK
68119198,13746703,IN
97791071,15794107,CA
93503209,87839962,IT
65053869,75591105,JP
32116770,64589791,UK
65229873,23222019,US
91322972,17506477,DE
93392261,3633984,PT
78796062,18631163,JP
87674316,926716,RO
60278296,92845484,FR
28456165,98909947,IN
52431853,88925996,DE
85105973,46802076,CN
80881387,33068409,IT
64828533,71859817,US
73661789,79076766,RO
67440113,19316128,RO
85614650,89704276,PT
51528065,8673776,CA
9538510,98168519,IT
32360167,24804708,JP
38357439,44673552,JP
95403482,30194583,RO
1143573,65368336,CN
6212433,11822484,JP
15971682,68607361,JP
69029037,63871132,JP
36754390,22084923,DE
47818189,45497867,RO
37362484,70194072,IT
75735052,80199499,CN
76185961,68034191,RO
87313505,8187030,IT
52817312,36178486,RO
11220879,82877405,IN
20215677,53666015,DE
32811763,52034154,UK
68029523,71691796,IT
9094164,51037535,US
45343230,51324784,IT
56391118,55879719,CA
80691535,72328007,PT
25445721,301547,CN
57831126,4528980,FR
70038487,54116350,US
93458279,6901914,IT
3173487,40886693,DE
76582768,97833328,CA
96378256,37446092,PT
44853713,91711507,PT
37564553,68273035,CA
87455372,13298980,FR
11863316,99284677,PT
52884253,72785814,CN
83482161,75617941,JP
46300390,71909397,PT
53193360,82336043,CN
46062527,15512137,CN
93741036,72502394,UK
3221731,66019768,RO
76605346,88375662,US
24066629,6729090,RO
3357627,59778489,US
24473415,4423673,IT
23433927,21726921,US
14013557,99348344,CN
81578625,73151748,FR
57747481,77253821,FR
23690403,87625832,CA
52125105,41356020,JP
6095763,94852025,DE
62599313,42720058,IT
4688409,34441482,CA
67134252,78580459,FR
69630840,40825917,JP
37646018,75441609,IT
24096818,22534454,DE
80577615,91474117,IN
41267748,41650786,IN
13409275,24285851,CN
33026299,7907043,IT
84713338,9246399,CN
5153662,37716797,RO
60292204,87362045,CN
80465061,58758368,CA
55885047,47939420,FR
30318802,90899416,CN
93715976,96207755,UK
74687922,75433074,CN
69562628,70376858,PT
91512645,55207929,JP
38066174,53365012,FR
30842228,35964461,IT
46600406,80281662,IT
76162896,32023328,CN
37070492,41393017,RO
86408484,74125237,US
26077410,93475825,RO
72001193,29519228,CN
32986528,37983977,CN
49930148,65460796,CA
33756428,76336062,IT
96650826,64169445,IT
46082899,73277223,FR
16926571,72031353,IT
18404777,88936452,CA
95723689,52394441,UK
94518811,66821554,US
41239222,84254471,CN
6796794,15102964,CN
50573291,37320069,RO
63772859,93390372,IT
65928434,1573176,IN
55164356,1185096,IN
72219272,53573810,JP
1714259,81315722,CA
43057320,93971191,DE
10701642,9631389,DE
24096883,61978084,JP
81521439,26732473,PT
7901924,95929779,IT
56500218,99023303,CN
29997464,82806207,UK
65373571,85821915,US
9350050,37926402,IN
47600510,63674807,DE
8268612,84532979,CA
78437631,56585662,UK
89479121,91915221,CN
21141705,86811689,RO
47550028,4656197,UK
68442874,28037301,IN
56350986,3290178,FR
1565809,20715811,DE
75225446,71271139,PT
92887494,29927688,RO
24047219,83465056,PT
67703496,54056243,PT
75560926,13995059,UK
50079285,97432332,US
9768578,23214400,UK
34059274,76900565,RO
39670304,77355491,US
63412294,78354813,IT
49060345,35581119,PT
43184794,67969485,CA
38007271,77216740,JP
79805517,71310853,UK
26797203,37999999,CA
15427689,38962197,FR
10655091,519522,JP
44473586,76134649,UK
13250700,18739178,IT
55698503,51244084,UK
2626190,35391428,UK
59692455,78443872,PT
1234061,41381006,UK
72484384,55953654,CN
57196043,16958292,PT
16950174,26891896,JP
49312394,6326715,PT
27596187,29975225,UK
36112491,94422229,CA
49580243,61666879,IT
10697236,30465799,PT
33221721,62019218,FR
44022292,43061622,CA
97422537,13612447,FR
60321126,69529229,IT
31418328,96457462,FR
29144815,69495776,IT
96776308,78197436,FR
37605530,81649451,PT
36501553,93206715,CN
59222703,54562908,CA
76761790,2691610,IT
94297491,20964839,JP
83128180,6915867,PT
67297765,13917912,JP
24202116,65866296,PT
78907676,7396513,RO
47923469,40080509,IN
92349575,86963372,PT
54364520,79072091,FR
70163428,81229697,RO
63818036,8498193,CN
65760164,35500881,CA
61267790,56322029,CA
67747189,39961774,FR
96571677,43045554,US
9860655,22200107,IN
55799341,68766440,CN
44577855,39113416,CA
58858995,50046578,FR
99770272,48277108,JP
41597542,96172786,UK
83131774,73015072,FR
31189034,45533263,CN
52111482,34830029,UK
43816593,69676326,FR
6717434,4468305,UK
2258511,34307794,UK
67713933,16435409,CN
51599390,55191028,FR
55984895,95846262,CN
79775578,62976031,DE
64047887,43213445,US
73738836,88309737,IT
59220315,38883578,CN
20578447,75232549,UK
57734790,79950235,IN
18695983,32598491,IT
11395497,67070142,IT
52771501,63910858,RO
38863926,39254400,UK
34792463,84551780,RO
17252751,67358886,JP
91868257,59016836,CA
13394776,11786165,JP
11694890,37330607,DE
51082486,41823910,DE
57480604,42303878,IT
63550164,69343292,CA
93069493,17323480,DE
48964202,14029653,FR
84198521,61940997,FR
95184195,48460891,CN
81521594,96382908,IN
65306976,40913434,IT
41563043,83989180,IT
16725348,56539779,CN
29208990,27485291,IN
28867031,78074019,RO
74251825,76591955,IN
51080598,57271405,JP
77511302,82328280,FR
54204337,75678624,IT
54635327,98977572,UK
73598869,65367170,CN
29770893,99931266,IT
26281522,86219962,UK
43906990,99395768,CN
20987816,73761298,FR
86104869,61026180,PT
16598161,13923496,CN
81352986,80544049,RO
35081547,28108501,IN
16837736,97900015,JP
28933324,26734306,IN
98548830,67929931,UK
13558890,75009413,PT
91876871,99248622,CA
12688816,86607879,CN
14624344,32209671,CN
76147358,67623455,IT
14217163,63240198,CA
41422508,45199172,CA
79459863,76888423,PT
51561347,27822568,FR
45469564,48804448,RO
247308,77413529,UK
73093193,45844925,CA
69728897,85010623,IN
39771586,96812858,CN
49471494,32286514,JP
33775515,57793364,RO
85242257,78830365,CA
76225402,4594292,CA
78388976,45958176,UK
92943287,15798351,IT
67593,95803176,CN
99569406,90940721,CA
30186550,87442336,JP
9333998,36043538,UK
37184376,90380026,DE
5178727,62560427,CN
42923094,9119918,UK
108630,47680670,DE
59367949,51944425,IT
928694,69559710,UK
98815490,42231393,DE
47770024,22894686,UK
73076338,10242717,FR
36756168,29925532,PT
77346048,75315780,DE
64157614,67713707,UK
53050827,847474,CA
16411654,35118771,CN
62808003,15137413,PT
61607601,44238386,CN
8668803,10046511,UK
58957391,38403190,PT
31450366,13983018,JP
64462056,24816702,RO
60000786,60759309,US
84789210,65840537,JP
20544571,60692686,CN
74784364,29554205,US
78380159,79377803,CN
49488771,11274366,IT
63808232,7101200,US
98688253,93392440,DE
38683824,83897330,PT
36541246,68294204,IT
95445298,77036704,US
58736349,1379342,CN
3982686,6046885,PT
50661060,62857069,IN
76711000,42357523,PT
8242781,53656481,RO
15268044,8359707,UK
51130469,20319749,DE
53639017,39073150,CA
76322413,64983953,CA
6611508,69867588,CN
5790594,8621279,PT
11598658,61229679,US
30929006,74169350,DE
11944300,70790060,US
16383263,95301620,IN
51722284,82250687,JP
16696295,12693060,JP
73293583,11805672,US
33501102,42932456,IN
6387198,71232324,RO
62753283,49614756,IN
36012389,49961000,RO
16688139,15730998,UK
89426842,67412043,UK
22840442,50882488,US
85868900,1228807,US
47176458,38297947,DE
17896093,96034214,US
55286478,91394766,CA
41936930,32180201,PT
91585476,31993513,UK
57153596,11940092,CA
90194100,17934435,IN
98141386,95407940,UK
87699123,86603222,JP
32730092,55309139,US
36891935,29159509,JP
73957598,24258399,FR
59169093,49336067,CN
73246333,54655924,CN
15056637,93239753,US
23299774,34642369,US
95099026,146204,CA
37627483,73808266,JP
10394901,52981448,CN
41981584,96118506,DE
71165247,9302663,CN
89728747,51975921,FR
45845802,74789939,RO
9557700,13351385,PT
7483048,56782072,PT
66244392,13070828,JP
26099093,31500891,PT
70072560,73535286,FR
45275785,23361122,CN
13611184,77014662,UK
15541055,16437498,IT
31403328,12073673,FR
96463472,20763622,JP
46334659,85248218,UK
15761537,68605484,RO
4032980,83592475,FR
14832379,71115739,FR
39624446,4895061,JP
26016679,99067662,US
95209660,85460130,IN
74807844,24985262,IT
10190734,79380974,UK
1195692,83037233,CN
13071523,82367341,FR
68628526,93757489,UK
58232380,25882065,UK
2180018,6447203,CA
44343132,12879154,FR
12252765,94228066,US
16798920,57388419,PT
49612639,38272943,PT
17280721,21471610,DE
27498176,44601143,DE
3464944,61917654,CN
64727840,49889160,IN
47903092,8772155,PT
13723601,19945780,IN
24914775,99408727,IN
79484624,98940361,FR
47968443,78143510,FR
91267701,50239325,PT
27043568,2606296,RO
21902018,89576478,JP
5859123,99153132,IN
35743289,58398891,CN
97397986,10013433,CA
24115279,53368956,US
76404972,94780247,RO
84650509,79739068,FR
93520603,99154192,DE
17610036,59251950,FR
91398000,2820656,FR
94755873,56360648,RO
94836850,83669684,IT
54212460,17555676,US
9025737,23262335,CN
1992798,47798898,FR
91789618,20146438,DE
34075904,17745987,FR
5955596,14771201,DE
77436649,84648088,FR
96055875,37359078,CA
39559556,10103217,JP
32260320,97586067,PT
79184252,96066210,CA
31728339,70718292,IN
69356039,92884520,FR
22323721,58895015,DE
37838410,73399497,JP
12734836,72883095,RO
39160142,99428313,RO
3238274,60238866,RO
22089525,56555024,IT
14064336,74534332,CN
34681012,31951867,CA
88532025,8872601,CA
63910268,88665351,IT
1139562,20968428,UK
35048116,78702000,US
4814745,43822014,PT
96910182,88455199,IT
88177065,35123116,PT
10142855,47948925,RO
65096956,68716040,DE
45128741,79919456,US
29490861,31871690,UK
7420040,17010520,PT
16090449,7500242,UK
33795058,98527610,IT
70450464,43132333,CA
16499719,88975327,DE
5355574,33109457,CN
40927986,55411243,IN
26526476,28152307,CN
9591592,39290221,IN
83985450,15358993,FR
381557,8762835,CA
62509095,48032839,UK
2573569,17083219,JP
97705769,47357065,UK
30835340,39746734,IT
89487748,26500439,CA
54412602,18488122,PT
36940166,44577527,JP
43974042,26340080,JP
56424658,15113067,CA
9670262,66814117,IN
41398665,75645688,CN
55360190,84079716,IN
41863207,53551441,IT
57271429,23564201,JP
7895504,90277720,US
50210147,90045506,RO
67753488,62027311,UK
94925481,44903973,DE
97216487,80846072,DE
4267590,7836852,CA
43539324,99726922,CA
14787825,59504765,FR
91080448,91417393,UK
8702744,55636420,IN
32612680,27620081,IT
91716191,1236379,RO
58757608,78168566,UK
41444239,14819974,RO
58267708,96483166,UK
92492816,56268375,UK
78574563,86747526,FR
87789356,26413663,CA
48558479,60896215,US
17219972,40297395,RO
60865526,69366125,US
39579274,87895763,CN
4929097,47521819,JP
89703136,2023288,JP
31094929,84284656,CA
9821739,86890002,DE
30048044,74372364,FR
26941998,41677272,CA
8928685,44171659,PT
74094479,75949329,FR
82101739,51526970,DE
6561696,70956939,PT
13564982,85129534,RO
2894815,19276344,CN
83697667,24949026,IT
5055928,36037508,CN
27397749,82350629,IN
39694227,92307356,CA
3056319,37246676,RO
44610343,96052037,IT
58688024,34975990,DE
83765377,25865992,UK
28506937,38656567,DE
85382132,77983013,CN
85711118,64737989,CA
20673098,65158733,IN
2005235,78030366,CA
889798,91151543,CA
17320065,80086480,CN
25239044,80508556,JP
71274048,70936819,JP
42380680,37647545,FR
45899801,21820905,JP
67719615,82431082,PT
58448715,734757,CA
96648545,83937841,IN
64734212,60905010,JP
68441313,48173841,FR
98836096,64059474,JP
26114690,71109377,CA
29879111,14992929,CN
89968704,80542982,RO
40409842,31958573,DE
72128319,65540057,JP
25942627,41856568,PT
73673209,58302370,RO
81601470,34316704,CN
68631811,63831358,IT
90652650,67186847,IN
30019482,16998666,CA
87649478,18113585,UK
47078087,74091889,IN
76291821,18306835,CA
89959115,65443464,CN
35528339,74420992,JP
42047256,88684354,FR
26055923,29405112,UK
47053656,86639336,RO
58031310,62065469,IT
88942606,50047737,CA
38166921,29835575,US
87084914,15077845,CN
34266988,98719159,IT
14322415,86239394,DE
77894117,48758084,CA
98664037,31341407,US
471350,27352786,DE
57627891,15843511,UK
12940595,43371141,PT
40339348,96532784,PT
466913,53378260,FR
95006861,89200639,IN
19057670,67674814,CA
73360324,22626571,FR
31209226,10270822,IN
58867068,16702018,US
29820225,29082779,IN
59636991,33783515,CA
99547240,34273283,IT
35925088,18842603,PT
1912473,22432136,DE
21119022,2191327,IN
16898474,36659145,CA
79212715,37519243,CA
25578917,53473343,US
59392406,4796037,UK
65356761,1974176,UK
41677556,38025376,IN
25273829,70186821,CN
69519202,63031134,JP
42087145,10097984,IN
26997714,60563433,DE
41882575,89862192,IN
71876622,11773456,UK
78476006,49773906,RO
19974938,26299391,IN
97311972,35792183,PT
29535120,3940570,IT
91035662,68820391,IT
33060361,273799,CA
8900283,11043091,RO
66902193,14914449,UK
77952622,7504821,UK
90477938,64433679,IT
98866593,29602217,IT
5008019,81317841,US
85224868,36021466,CA
31270710,73854019,UK
85124590,89029201,US
85199872,66335502,DE
32866082,89452761,RO
26830939,73306794,FR
81496428,18286942,PT
40025022,45653868,PT
68990243,47824501,PT
64884648,79690955,UK
13251157,72641111,DE
10371310,91122676,IT
80226478,67839313,DE
61132315,77916429,RO
2881622,68446413,DE
48307965,48812277,PT
44068788,6333604,CA
31423794,70456817,CA
52481791,74362381,RO
22398491,95576143,FR
51909967,68824164,RO
9524213,66171326,CN
48192967,66371064,CA
38487661,83903302,IN
89206188,61291401,US
